CITY_NAME,STATE_NAME,CRIME_CODE,CRIME_DESCRIPTION,DATE_REPORTED,DATE_OCCURRED,LATITUDE,LONGITUDE,DATE_FORMAT
Washington DC,DC,,ASSAULT W/DANGEROUS WEAPON,10/25/2020,10/25/2020,38.85730445,-76.9743793,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/25/2020,10/25/2020,38.94561849,-77.00641135,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.85429767,-76.96244277,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/25/2020,10/25/2020,38.90049629,-76.94777404,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.89903002,-76.93408672,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/25/2020,10/25/2020,38.92604257,-76.99243428,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/25/2020,38.93814839,-77.02458342,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.89093475,-76.99730943,MM/DD/YYYY 
Washington DC,DC,,BURGLARY,10/25/2020,10/25/2020,38.90020051,-76.99208541,MM/DD/YYYY 
Washington DC,DC,,SEX ABUSE,10/25/2020,10/25/2020,38.90911011,-77.02396856,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/25/2020,10/25/2020,38.87914713,-76.931803,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/25/2020,10/25/2020,38.91082016,-77.01671911,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/25/2020,38.8936236,-76.91228965,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/18/2020,38.90013031,-77.01606653,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.92158471,-76.99375559,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/24/2020,38.93721357,-77.02938882,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/24/2020,38.89443093,-77.00057706,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.88604056,-76.99731868,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/25/2020,10/25/2020,38.96021825,-77.03155971,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/24/2020,38.88547254,-77.02812727,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/24/2020,38.90330675,-77.05235979,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.87411981,-76.97206695,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/25/2020,38.92107931,-76.98855616,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/25/2020,38.89011234,-76.97543348,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/24/2020,38.92775951,-77.02304172,MM/DD/YYYY 
Washington DC,DC,,BURGLARY,10/25/2020,10/25/2020,38.9059099,-77.06839126,MM/DD/YYYY 
